"","Date/Time","Pedestrians","Towards_Manhattan","Towards_Brooklyn","Weather","Temp","Events"
"870","10/2/17 4:00",2,0,2,"clear-night",49,""
"871","12/9/17 20:00",59,40,19,"partly-cloudy-night",31,""
"872","12/28/17 21:00",59,26,33,"clear-night",13,""
"873","10/2/17 14:00",1719,885,834,"clear-day",69,""
"874","11/20/17 17:00",952,437,515,"clear-night",44,""
"875","10/25/17 22:00",158,96,62,"clear-night",59,""
"876","12/29/17 11:00",1838,939,899,"clear-day",17,""
"877","10/7/17 16:00",3388,1644,1744,"clear-day",77,""
"878","2/3/18 22:00",42,27,15,"partly-cloudy-night",28,""
"879","12/2/17 14:00",2733,1208,1525,"clear-day",47,""
"880","12/12/17 23:00",23,8,15,"partly-cloudy-night",31,""
"881","11/4/17 4:00",7,5,2,"clear-night",48,""
"882","10/24/17 9:00",677,378,299,"partly-cloudy-day",69,""
"883","12/9/17 10:00",821,396,425,"partly-cloudy-day",33,""
"884","10/17/17 8:00",291,91,200,"clear-day",41,""
"885","12/1/17 23:00",141,113,28,"clear-night",39,""
"886","10/13/17 9:00",500,271,229,"partly-cloudy-day",55,""
"887","10/3/17 22:00",134,65,69,"clear-night",56,""
"888","2/1/18 17:00",593,339,254,"partly-cloudy-day",42,""
"889","10/18/17 16:00",1861,1062,799,"clear-day",72,""
"890","10/9/17 0:00",112,38,74,"clear-night",73,"Columbus Day (regional holiday)"
"891","10/17/17 23:00",46,27,19,"clear-night",51,""
"892","10/29/17 21:00",2,1,1,"rain",63,""
"893","10/27/17 6:00",91,54,37,"clear-night",44,""
"894","1/31/18 9:00",169,82,87,"clear-day",20,""
"895","1/17/18 14:00",326,176,150,"snow",33,""
"896","10/18/17 21:00",223,112,111,"clear-night",60,""
"897","12/16/17 0:00",10,8,2,"clear-night",22,""
"898","10/12/17 11:00",1239,762,477,"partly-cloudy-day",58,""
"899","11/2/17 20:00",316,141,175,"partly-cloudy-night",66,""
"900","10/1/17 21:00",275,117,158,"clear-night",57,""
"901","12/7/17 11:00",1333,612,721,"clear-day",42,""
"902","12/29/17 14:00",2305,1254,1051,"partly-cloudy-day",21,""
"903","11/27/17 2:00",3,0,3,"clear-night",38,""
"904","10/6/17 17:00",2124,1188,936,"clear-day",77,""
"905","12/24/17 16:00",2487,1282,1205,"clear-day",39,"Christmas Eve"
"906","10/7/17 21:00",373,150,223,"clear-night",71,""
"907","2/2/18 10:00",321,183,138,"clear-day",27,""
"908","11/3/17 23:00",87,46,41,"clear-night",54,""
"909","12/28/17 20:00",143,64,79,"clear-night",14,""
"910","1/29/18 10:00",487,281,206,"clear-day",41,""
"911","1/9/18 14:00",1109,513,596,"clear-day",43,""
"912","10/31/17 9:00",796,411,385,"clear-day",49,"Halloween"
"913","1/14/18 8:00",85,48,37,"clear-day",15,""
"914","1/8/18 20:00",83,32,51,"cloudy",29,""
"915","10/2/17 9:00",536,293,243,"clear-day",56,""
"916","11/21/17 14:00",1966,808,1158,"clear-day",57,""
"917","12/23/17 23:00",115,89,26,"partly-cloudy-night",42,""
"918","12/18/17 11:00",1210,643,567,"cloudy",39,""
"919","12/5/17 0:00",13,8,5,"partly-cloudy-night",48,""
"920","2/1/18 6:00",56,28,28,"partly-cloudy-night",33,""
"921","10/4/17 20:00",395,150,245,"clear-night",69,""
"922","11/29/17 7:00",208,85,123,"clear-night",46,""
"923","11/8/17 4:00",5,3,2,"partly-cloudy-night",39,""
"924","10/20/17 11:00",1994,1023,971,"clear-day",66,""
"925","1/10/18 21:00",60,37,23,"partly-cloudy-night",37,""
"926","1/11/18 16:00",1080,511,569,"partly-cloudy-day",46,""
"927","12/20/17 18:00",394,235,159,"clear-night",39,""
"928","10/10/17 13:00",2105,1007,1098,"clear-day",77,""
"929","11/5/17 7:00",173,104,69,"cloudy",53,"Daylight Saving Time ends"
"930","1/23/18 22:00",60,37,23,"clear-night",44,""
"931","10/24/17 14:00",1217,636,581,"partly-cloudy-day",70,""
"932","10/21/17 4:00",14,9,5,"clear-night",53,""
"933","1/28/18 17:00",697,324,373,"partly-cloudy-day",47,""
"934","11/13/17 0:00",29,15,14,"clear-night",39,""
"935","10/11/17 12:00",1576,758,818,"clear-day",71,""
"936","12/16/17 13:00",1932,815,1117,"partly-cloudy-day",36,""
"937","12/6/17 18:00",561,394,167,"clear-night",41,""
"938","10/9/17 5:00",9,5,4,"partly-cloudy-night",72,"Columbus Day (regional holiday)"
"939","10/16/17 1:00",11,3,8,"partly-cloudy-night",68,""
"940","11/26/17 21:00",146,66,80,"clear-night",37,""
"941","1/18/18 12:00",681,299,382,"clear-day",28,""
"942","10/3/17 17:00",1695,996,699,"clear-day",66,""
"943","1/20/18 6:00",20,10,10,"clear-night",35,""
"944","12/20/17 0:00",125,105,20,"clear-night",48,""
"945","10/27/17 1:00",17,11,6,"clear-night",47,""
"946","1/10/18 9:00",260,145,115,"clear-day",30,""
"947","1/12/18 5:00",8,6,2,"fog",46,""
"948","12/22/17 0:00",187,176,11,"partly-cloudy-night",34,""
"949","1/15/18 21:00",43,21,22,"clear-night",25,"Martin Luther King Jr. Day"
"950","11/6/17 15:00",1345,713,632,"rain",64,""
"951","11/5/17 12:00",1242,549,693,"cloudy",57,"Daylight Saving Time ends"
"952","1/19/18 23:00",102,66,36,"clear-night",33,""
"953","12/4/17 19:00",409,257,152,"partly-cloudy-night",46,""
"954","1/6/18 4:00",0,0,0,"clear-night",8,""
"955","1/26/18 18:00",329,209,120,"clear-night",33,""
"956","10/19/17 3:00",7,4,3,"clear-night",57,""
"957","1/26/18 12:00",855,379,476,"clear-day",33,""
"958","10/5/17 1:00",21,10,11,"clear-night",64,""
"959","10/14/17 17:00",2585,1253,1332,"partly-cloudy-day",70,""
"960","11/19/17 2:00",15,9,6,"partly-cloudy-night",54,""
"961","1/28/18 16:00",1042,514,528,"partly-cloudy-day",49,""
"962","12/21/17 7:00",145,71,74,"clear-night",31,""
"963","12/18/17 16:00",1604,702,902,"partly-cloudy-day",44,""
"964","11/24/17 0:00",31,9,22,"clear-night",33,"Black Friday"
"965","10/28/17 17:00",3451,1587,1864,"clear-day",65,""
"966","12/10/17 7:00",78,41,37,"clear-night",28,""
"967","11/30/17 17:00",844,411,433,"clear-night",47,""
"968","12/26/17 4:00",2,0,2,"clear-night",25,""
"969","12/15/17 19:00",77,44,33,"partly-cloudy-night",24,""
"970","12/7/17 16:00",1579,736,843,"clear-day",43,""
"971","10/25/17 7:00",324,170,154,"clear-night",57,""
"972","12/31/17 16:00",1589,741,848,"clear-day",14,"New Year's Eve"
"973","1/17/18 17:00",259,184,75,"partly-cloudy-night",29,""
"974","10/22/17 18:00",1536,566,970,"clear-day",62,""
"975","11/4/17 14:00",2991,1529,1462,"partly-cloudy-day",54,""
"976","11/7/17 1:00",4,2,2,"clear-night",45,""
"977","12/30/17 19:00",204,128,76,"clear-night",20,""
"978","11/18/17 7:00",89,34,55,"clear-day",32,""
"979","10/20/17 5:00",26,13,13,"clear-night",55,""
"980","12/16/17 12:00",1654,782,872,"partly-cloudy-day",34,""
"981","12/14/17 11:00",687,322,365,"partly-cloudy-day",28,""
"982","12/30/17 21:00",126,48,78,"clear-night",20,""
"983","10/21/17 13:00",3209,1666,1543,"clear-day",76,""
"984","11/20/17 10:00",1025,583,442,"partly-cloudy-day",40,""
"985","12/9/17 0:00",105,84,21,"partly-cloudy-night",35,""
"986","11/14/17 23:00",68,24,44,"partly-cloudy-night",37,""
"987","11/12/17 19:00",380,203,177,"clear-night",40,""
"988","1/5/18 23:00",14,7,7,"clear-night",10,""
"989","1/1/18 5:00",2,1,1,"clear-night",7,"New Year's Day"
"990","11/1/17 13:00",1621,744,877,"partly-cloudy-day",54,""
"991","2/4/18 4:00",1,0,1,"cloudy",30,""
"992","1/6/18 17:00",280,118,162,"clear-night",11,""
"993","10/29/17 10:00",598,340,258,"rain",61,""
"994","11/19/17 19:00",369,206,163,"partly-cloudy-night",45,""
"995","1/1/18 3:00",4,1,3,"clear-night",7,"New Year's Day"
"996","11/28/17 15:00",1231,560,671,"clear-day",51,""
"997","1/15/18 3:00",2,0,2,"clear-night",16,"Martin Luther King Jr. Day"
"998","1/6/18 16:00",651,342,309,"clear-day",12,""
"999","1/5/18 9:00",124,67,57,"clear-day",9,""
"1000","10/23/17 23:00",78,45,33,"partly-cloudy-night",68,""
